1,0.1333,0.4,0.4,1,1,1,1,1,1,0.125,0.415,0.415,0.415,0.415,0.415,0.217,0.191818,0.217,0.217,0.217,0.217,0.217,0.155091,0.181818,0.15625,0.175124,0.152941,0.241618,0.17875,0.415,0.2575,0.415,0.383235,0.223,0.223,0.223,0.223,0.223,0.29875,0.69625,0.181818,0.375455,0.375455,0.307,0.514,0.329091,0.352,0.140909,0.218052,0.513182,0.218052,0.4285,0.757,0.306591,0.143493,0.4285,0.175124,0.16,0.181818,0.2,0.181818,0.169231,0.175,0.169231,0.175,0.182636,0.926364,0.19,0.19,0.19,0.2,0.375455,0.329091,0.329091,0.228571,0.228571
0.1333,1,0.3133,0.3133,0.1333,0.1333,0.1333,0.1333,0.1333,0.1333,0.31875,0.19,0.2152,0.19,0.19,0.19,0.309893,0.352228,0.309893,0.309893,0.309893,0.309893,0.309893,0.370214,0.425627,0.391397,0.465985,0.364309,0.366294,0.384665,0.2125,0.291965,0.19,0.213294,0.353125,0.353125,0.353125,0.353125,0.353125,0.238938,0.145,0.375202,0.207182,0.244385,0.25975,0.16975,0.2485,0.163,0.280058,0.432091,0.177464,0.472591,0.233714,0.143714,0.255542,0.314465,0.195464,0.375825,0.28967,0.315354,0.315616,0.315354,0.294053,0.308847,0.317412,0.308847,0.347303,0.13375,0.377151,0.377151,0.378869,0.358087,0.244385,0.2215,0.2215,0.292426,0.281662
0.4,0.3133,1,1,0.4,0.4,0.4,0.4,0.4,0.4,0.16625,0.4,0.61,0.4,0.4,0.4,0.34052,0.29789,0.34052,0.34052,0.34052,0.34052,0.34052,0.261591,0.345455,0.26875,0.33876,0.258824,0.624118,0.353125,0.5425,0.64,0.4,0.588824,0.4555,0.4555,0.4555,0.4555,0.4555,0.68125,0.29875,0.310682,0.629091,0.753102,0.6325,0.3325,0.415,0.31,0.210455,0.446266,0.521169,0.446266,0.619,0.319,0.545252,0.23823,0.4915,0.261033,0.249143,0.267727,0.299545,0.267727,0.247857,0.260179,0.272088,0.260179,0.284851,0.375455,0.323714,0.323714,0.323714,0.348571,0.753102,0.505,0.505,0.363571,0.353929
0.4,0.3133,1,1,0.4,0.4,0.4,0.4,0.4,0.4,0.16625,0.4,0.61,0.4,0.4,0.4,0.34052,0.29789,0.34052,0.34052,0.34052,0.34052,0.34052,0.261591,0.345455,0.26875,0.33876,0.258824,0.624118,0.353125,0.5425,0.64,0.4,0.588824,0.4555,0.4555,0.4555,0.4555,0.4555,0.68125,0.29875,0.310682,0.629091,0.753102,0.6325,0.3325,0.415,0.31,0.210455,0.446266,0.521169,0.446266,0.619,0.319,0.545252,0.23823,0.4915,0.261033,0.249143,0.267727,0.299545,0.267727,0.247857,0.260179,0.272088,0.260179,0.284851,0.375455,0.323714,0.323714,0.323714,0.348571,0.753102,0.505,0.505,0.363571,0.353929
1,0.1333,0.4,0.4,1,1,1,1,1,1,0.125,0.415,0.415,0.415,0.415,0.415,0.217,0.191818,0.217,0.217,0.217,0.217,0.217,0.155091,0.181818,0.15625,0.175124,0.152941,0.241618,0.17875,0.415,0.2575,0.415,0.383235,0.223,0.223,0.223,0.223,0.223,0.29875,0.69625,0.181818,0.375455,0.375455,0.307,0.514,0.329091,0.352,0.140909,0.218052,0.513182,0.218052,0.4285,0.757,0.306591,0.143493,0.4285,0.175124,0.16,0.181818,0.2,0.181818,0.169231,0.175,0.169231,0.175,0.182636,0.926364,0.19,0.19,0.19,0.2,0.375455,0.329091,0.329091,0.228571,0.228571
1,0.1333,0.4,0.4,1,1,1,1,1,1,0.125,0.415,0.415,0.415,0.415,0.415,0.217,0.191818,0.217,0.217,0.217,0.217,0.217,0.155091,0.181818,0.15625,0.175124,0.152941,0.241618,0.17875,0.415,0.2575,0.415,0.383235,0.223,0.223,0.223,0.223,0.223,0.29875,0.69625,0.181818,0.375455,0.375455,0.307,0.514,0.329091,0.352,0.140909,0.218052,0.513182,0.218052,0.4285,0.757,0.306591,0.143493,0.4285,0.175124,0.16,0.181818,0.2,0.181818,0.169231,0.175,0.169231,0.175,0.182636,0.926364,0.19,0.19,0.19,0.2,0.375455,0.329091,0.329091,0.228571,0.228571
1,0.1333,0.4,0.4,1,1,1,1,1,1,0.125,0.415,0.415,0.415,0.415,0.415,0.217,0.191818,0.217,0.217,0.217,0.217,0.217,0.155091,0.181818,0.15625,0.175124,0.152941,0.241618,0.17875,0.415,0.2575,0.415,0.383235,0.223,0.223,0.223,0.223,0.223,0.29875,0.69625,0.181818,0.375455,0.375455,0.307,0.514,0.329091,0.352,0.140909,0.218052,0.513182,0.218052,0.4285,0.757,0.306591,0.143493,0.4285,0.175124,0.16,0.181818,0.2,0.181818,0.169231,0.175,0.169231,0.175,0.182636,0.926364,0.19,0.19,0.19,0.2,0.375455,0.329091,0.329091,0.228571,0.228571
1,0.1333,0.4,0.4,1,1,1,1,1,1,0.125,0.415,0.415,0.415,0.415,0.415,0.217,0.191818,0.217,0.217,0.217,0.217,0.217,0.155091,0.181818,0.15625,0.175124,0.152941,0.241618,0.17875,0.415,0.2575,0.415,0.383235,0.223,0.223,0.223,0.223,0.223,0.29875,0.69625,0.181818,0.375455,0.375455,0.307,0.514,0.329091,0.352,0.140909,0.218052,0.513182,0.218052,0.4285,0.757,0.306591,0.143493,0.4285,0.175124,0.16,0.181818,0.2,0.181818,0.169231,0.175,0.169231,0.175,0.182636,0.926364,0.19,0.19,0.19,0.2,0.375455,0.329091,0.329091,0.228571,0.228571
1,0.1333,0.4,0.4,1,1,1,1,1,1,0.125,0.415,0.415,0.415,0.415,0.415,0.217,0.191818,0.217,0.217,0.217,0.217,0.217,0.155091,0.181818,0.15625,0.175124,0.152941,0.241618,0.17875,0.415,0.2575,0.415,0.383235,0.223,0.223,0.223,0.223,0.223,0.29875,0.69625,0.181818,0.375455,0.375455,0.307,0.514,0.329091,0.352,0.140909,0.218052,0.513182,0.218052,0.4285,0.757,0.306591,0.143493,0.4285,0.175124,0.16,0.181818,0.2,0.181818,0.169231,0.175,0.169231,0.175,0.182636,0.926364,0.19,0.19,0.19,0.2,0.375455,0.329091,0.329091,0.228571,0.228571
1,0.1333,0.4,0.4,1,1,1,1,1,1,0.125,0.415,0.415,0.415,0.415,0.415,0.217,0.191818,0.217,0.217,0.217,0.217,0.217,0.155091,0.181818,0.15625,0.175124,0.152941,0.241618,0.17875,0.415,0.2575,0.415,0.383235,0.223,0.223,0.223,0.223,0.223,0.29875,0.69625,0.181818,0.375455,0.375455,0.307,0.514,0.329091,0.352,0.140909,0.218052,0.513182,0.218052,0.4285,0.757,0.306591,0.143493,0.4285,0.175124,0.16,0.181818,0.2,0.181818,0.169231,0.175,0.169231,0.175,0.182636,0.926364,0.19,0.19,0.19,0.2,0.375455,0.329091,0.329091,0.228571,0.228571
